student_id,student_first_name,country,age,has_rabbit
71,Louie,Russia,19,False
72,Dewey,Japan,26,False
73,Louie,Germany,21,False
74,Huey,Netherlands,22,True
75,Louie,France,19,True
76,Louie,Canada,29,True
77,Huey,Russia,22,True
78,Dewey,Russia,20,True
79,Louie,USA,31,False
80,Huey,Japan,18,True
81,Huey,Mexico,32,True
82,Dewey,Japan,19,True
83,Huey,Brazil,30,False
84,Huey,Netherlands,25,False
85,Huey,France,25,False
86,Louie,USA,29,True
87,Huey,Mexico,32,False
88,Dewey,Brazil,26,False
89,Dewey,Japan,20,True
90,Huey,USA,19,False
91,Louie,Canada,22,True
92,Huey,Brazil,31,True
93,Huey,Netherlands,24,True
94,Louie,Brazil,28,False
95,Dewey,Mexico,28,False
96,Dewey,France,18,True
97,Dewey,France,28,False
98,Dewey,France,22,False
99,Dewey,USA,26,False
100,Louie,France,21,True
101,Louie,Brazil,22,True
102,Louie,Mexico,19,True
103,Huey,USA,32,True
104,Huey,Brazil,30,True
105,Huey,France,25,True
106,Louie,Mexico,18,True
107,Huey,Brazil,27,False
108,Louie,Russia,22,True
109,Dewey,Brazil,18,False
110,Dewey,Brazil,25,False
111,Huey,USA,21,True
112,Dewey,Germany,31,True
113,Huey,Russia,21,True
114,Dewey,Canada,20,False
115,Louie,France,18,False
116,Dewey,Netherlands,24,False
117,Louie,Germany,26,False
118,Louie,Germany,34,False
119,Louie,USA,32,True
120,Louie,Germany,30,False
121,Huey,Brazil,23,True
122,Dewey,USA,30,False
123,Louie,USA,20,True
124,Dewey,Mexico,30,True
125,Dewey,Brazil,31,True
126,Louie,Netherlands,27,True
127,Dewey,Japan,21,False
128,Dewey,France,26,True
129,Dewey,Netherlands,28,True
130,Dewey,Russia,26,False
131,Louie,Canada,31,True
132,Dewey,Japan,28,True
133,Dewey,Netherlands,19,False
134,Dewey,Canada,22,False
135,Louie,Japan,23,False
136,Dewey,Germany,23,True
137,Dewey,USA,20,True
138,Louie,Canada,31,False
139,Huey,Brazil,28,False
140,Huey,Mexico,32,False
141,Dewey,Brazil,32,True
142,Dewey,USA,33,True
143,Louie,Russia,25,True
144,Louie,Japan,23,True
145,Dewey,USA,24,True
146,Dewey,Netherlands,20,True
147,Huey,France,27,False
148,Huey,Germany,20,True
149,Louie,USA,33,False
150,Huey,Germany,19,False
151,Louie,Netherlands,22,True
152,Louie,USA,24,True
153,Dewey,Russia,19,True
154,Huey,Russia,22,True
155,Dewey,USA,18,False
156,Louie,Netherlands,18,False
157,Louie,USA,25,True
158,Dewey,Canada,30,False
159,Dewey,Mexico,26,False
160,Louie,Brazil,27,True
161,Louie,France,29,True
162,Dewey,France,34,True
163,Dewey,Japan,31,False
164,Huey,Japan,33,True
165,Louie,Russia,27,False
166,Dewey,Japan,26,False
167,Louie,USA,33,False
168,Louie,USA,34,True
169,Huey,Germany,19,False
170,Dewey,USA,30,False
171,Louie,Russia,34,True
172,Dewey,Russia,20,False
173,Louie,Brazil,33,True
174,Dewey,Brazil,21,True
175,Huey,USA,18,True
176,Huey,Russia,32,True
177,Dewey,Canada,29,True
178,Huey,Germany,27,True
179,Louie,Mexico,26,False
180,Louie,Russia,34,False
181,Louie,Japan,30,True
182,Dewey,Germany,33,True
183,Louie,Mexico,27,False
184,Huey,Germany,20,True
185,Dewey,Canada,28,True
186,Louie,Canada,31,False
187,Huey,Netherlands,27,False
188,Dewey,Mexico,23,True
189,Dewey,Brazil,23,False
190,Dewey,Germany,32,False
191,Dewey,France,18,False
192,Dewey,Germany,28,False
193,Louie,Mexico,20,False
194,Huey,France,28,True
195,Huey,Brazil,24,True
196,Dewey,France,25,False
197,Louie,USA,19,False
198,Dewey,USA,25,True
199,Dewey,Mexico,24,False
200,Dewey,Germany,27,False
201,Dewey,France,25,True
202,Dewey,Netherlands,34,False
203,Louie,France,22,True
204,Louie,USA,24,False
205,Dewey,France,30,False
206,Huey,Japan,29,True
207,Louie,Netherlands,29,False
208,Dewey,Germany,24,True
209,Louie,Russia,31,False
210,Dewey,Brazil,26,True
211,Louie,Netherlands,22,True
212,Dewey,USA,23,False
213,Huey,Japan,25,True
214,Dewey,USA,30,False
215,Huey,Japan,20,False
216,Huey,Canada,27,False
217,Huey,Mexico,28,True
218,Louie,Mexico,29,False
219,Dewey,Germany,26,True
220,Huey,Mexico,29,True
221,Dewey,France,20,True
222,Louie,USA,25,True
223,Huey,France,33,False
224,Huey,Russia,22,True
225,Huey,Japan,31,True
226,Huey,France,30,False
227,Dewey,Netherlands,33,True
228,Dewey,Japan,19,True
229,Louie,France,28,False
230,Dewey,Brazil,27,False
231,Louie,Netherlands,26,True
232,Huey,USA,22,False
233,Huey,Germany,28,True
234,Louie,France,20,False
235,Huey,Mexico,33,True
236,Dewey,Mexico,21,True
237,Louie,Russia,18,True
238,Louie,Germany,18,True
239,Dewey,Canada,29,True
240,Louie,Mexico,23,False
241,Dewey,Germany,20,False
242,Huey,Mexico,32,False
243,Huey,Brazil,23,True
244,Huey,Russia,18,True
245,Louie,USA,24,False
246,Louie,Netherlands,25,True
247,Dewey,Brazil,34,False
248,Huey,Brazil,22,False
249,Dewey,Canada,21,False
250,Louie,Japan,18,False
251,Louie,Japan,21,False
252,Huey,Russia,20,False
253,Dewey,Canada,27,False
254,Louie,USA,34,False
255,Dewey,Germany,32,False
256,Louie,Germany,31,False
257,Dewey,Japan,29,True
258,Huey,France,23,False
259,Louie,Japan,24,False
260,Dewey,Germany,27,True
261,Louie,Canada,22,True
262,Louie,Germany,28,True
263,Dewey,Canada,21,True
264,Dewey,France,24,True
265,Dewey,Japan,34,True
266,Dewey,USA,32,False
267,Dewey,Germany,18,False
268,Louie,Netherlands,30,False
269,Huey,Canada,29,True
270,Dewey,France,30,False
271,Huey,Netherlands,22,False
272,Huey,Japan,22,True
273,Dewey,Russia,27,False
274,Huey,Netherlands,25,False
275,Louie,Netherlands,29,True
276,Louie,Canada,21,False
277,Dewey,USA,34,False
278,Huey,Canada,27,False
279,Huey,Mexico,21,False
280,Louie,Japan,21,True
281,Huey,Canada,34,True
282,Huey,Netherlands,25,True
283,Huey,Brazil,24,False
284,Dewey,Canada,34,True
285,Dewey,Mexico,20,False
286,Dewey,Canada,23,True
287,Louie,Japan,30,True
288,Dewey,Brazil,28,True
289,Huey,France,22,True
290,Dewey,Japan,25,True
291,Huey,Canada,33,True
292,Louie,Germany,19,False
293,Dewey,Mexico,18,False
294,Huey,Brazil,31,True
295,Dewey,Brazil,34,True
296,Huey,Russia,26,True
297,Dewey,Russia,24,False
298,Huey,Netherlands,25,True
299,Huey,France,26,False
300,Louie,Netherlands,28,False
301,Huey,USA,23,True
302,Dewey,Germany,31,False
303,Louie,France,20,False
304,Huey,France,26,True
305,Dewey,Mexico,22,False
306,Louie,Canada,28,False
307,Huey,Russia,22,False
308,Louie,France,31,False
309,Dewey,Brazil,32,True
310,Dewey,Japan,30,True
311,Dewey,Brazil,23,True
312,Louie,USA,30,True
313,Dewey,Germany,33,True
314,Dewey,Canada,18,False
315,Louie,France,32,False
316,Huey,Mexico,25,False
317,Huey,Netherlands,34,False
318,Dewey,Russia,26,True
319,Dewey,Brazil,22,True
320,Dewey,Brazil,32,False
321,Louie,Russia,20,True
322,Dewey,Russia,20,True
323,Dewey,Mexico,29,True
324,Louie,Mexico,34,False
325,Huey,USA,18,True
326,Louie,Canada,31,False
327,Huey,Mexico,31,True
328,Louie,Mexico,32,False
329,Huey,Brazil,19,True
330,Louie,France,33,True
331,Huey,Mexico,25,False
332,Dewey,Brazil,27,False
333,Louie,USA,27,True
334,Huey,Canada,33,False
335,Dewey,Mexico,18,False
336,Dewey,Netherlands,21,False
337,Louie,Netherlands,23,True
338,Dewey,Japan,21,True
339,Huey,USA,22,True
340,Dewey,Canada,27,True
341,Dewey,Japan,30,False
342,Dewey,Japan,26,True
343,Dewey,Brazil,31,True
344,Huey,Brazil,31,True
345,Huey,Netherlands,19,False
346,Dewey,Russia,20,False
347,Huey,France,30,False
348,Dewey,Germany,30,True
349,Huey,USA,22,False
350,Louie,France,19,True
351,Huey,Canada,31,True
352,Huey,Canada,34,False
353,Louie,France,20,True
354,Louie,Japan,32,True
355,Louie,USA,31,False
356,Huey,Mexico,31,True
357,Huey,Russia,23,True
358,Louie,Brazil,21,False
359,Louie,Canada,31,True
360,Louie,USA,33,True
361,Dewey,Canada,30,False
362,Louie,USA,19,False
363,Louie,Russia,29,False
364,Louie,Germany,24,True
365,Dewey,USA,34,True
366,Dewey,Russia,25,False
367,Huey,Germany,28,True
368,Louie,France,31,True
369,Dewey,France,19,False
370,Dewey,Netherlands,22,True
371,Louie,Mexico,20,False
372,Louie,France,34,False
373,Dewey,France,20,False
374,Dewey,Mexico,21,False
375,Dewey,Canada,19,True
376,Louie,Japan,28,True
377,Dewey,Russia,23,True
378,Huey,Japan,30,False
379,Louie,France,27,True
380,Dewey,Russia,34,True
381,Huey,Canada,30,True
382,Huey,France,20,False
383,Louie,Japan,34,True
384,Dewey,Canada,27,False
385,Louie,France,22,False
386,Louie,Canada,25,False
387,Huey,Canada,26,False
388,Dewey,USA,21,True
389,Huey,Canada,19,True
390,Louie,Russia,18,True
391,Dewey,Brazil,26,True
392,Huey,Canada,19,True
393,Dewey,Japan,34,False
394,Louie,Brazil,24,True
395,Huey,France,31,True
396,Huey,Brazil,29,True
397,Dewey,Japan,25,True
398,Louie,Japan,18,True
399,Huey,Russia,33,False
400,Dewey,USA,18,False
401,Dewey,France,23,True
402,Huey,Japan,32,False
403,Huey,Mexico,23,False
404,Louie,Russia,19,False
405,Louie,USA,22,True
406,Dewey,Mexico,18,False
407,Dewey,Canada,31,True
408,Louie,Russia,27,False
409,Dewey,Canada,24,False
410,Louie,Germany,32,True
411,Huey,France,21,True
412,Dewey,France,34,False
413,Louie,France,23,False
414,Dewey,France,25,True
415,Dewey,Russia,30,False
416,Huey,Brazil,34,True
417,Louie,Mexico,19,True
418,Louie,Russia,26,True
419,Huey,Japan,27,False
420,Louie,Mexico,20,False
421,Huey,USA,29,True
422,Dewey,Germany,18,False
423,Huey,Mexico,34,False
424,Dewey,Russia,29,True
425,Huey,Netherlands,28,True
426,Dewey,Russia,18,False
427,Louie,Russia,22,True
428,Dewey,France,19,False
429,Dewey,Russia,25,False
430,Huey,Japan,21,False
431,Huey,Canada,26,False
432,Louie,Netherlands,23,False
433,Huey,Canada,24,True
434,Louie,Japan,28,False
435,Huey,Mexico,23,False
436,Huey,Mexico,20,True
437,Huey,Mexico,33,False
438,Louie,Netherlands,21,False
439,Huey,Germany,33,True
440,Dewey,Japan,33,False
441,Huey,USA,34,True
442,Huey,Brazil,25,False
443,Louie,Russia,29,True
444,Louie,Japan,18,True
445,Huey,Netherlands,34,True
446,Huey,France,24,True
447,Huey,Canada,33,True
448,Dewey,Germany,19,True
449,Huey,Mexico,24,False
450,Louie,Russia,26,False
451,Dewey,Mexico,21,False
452,Huey,USA,22,True
453,Louie,USA,31,True
454,Louie,Germany,30,False
455,Louie,France,22,True
456,Louie,Japan,30,False
457,Dewey,Brazil,28,True
458,Huey,Russia,20,False
459,Dewey,USA,18,False
460,Huey,Mexico,33,False
461,Dewey,Russia,29,False
462,Louie,Russia,28,True
463,Louie,Mexico,21,True
464,Louie,Netherlands,25,True
465,Dewey,Russia,25,True
466,Louie,USA,22,True
467,Louie,Japan,25,True
468,Louie,France,30,False
469,Huey,Japan,31,True
470,Huey,Mexico,27,True
471,Louie,Netherlands,19,True
472,Huey,Russia,18,False
473,Huey,USA,20,True
474,Huey,Canada,21,False
475,Huey,Canada,34,False
476,Huey,Mexico,28,True
477,Huey,USA,32,True
478,Dewey,USA,21,True
479,Dewey,Russia,23,False
480,Dewey,Mexico,21,False
481,Huey,Netherlands,24,True
482,Huey,Brazil,18,False
483,Dewey,Germany,21,True
484,Louie,Brazil,25,True
485,Huey,Netherlands,32,False
486,Dewey,Brazil,26,False
487,Louie,Japan,21,True
488,Dewey,Mexico,25,True
489,Louie,Russia,19,True
490,Huey,Russia,18,False
491,Huey,Germany,32,False
492,Louie,France,31,True
493,Huey,France,33,False
494,Louie,Netherlands,18,True
495,Louie,USA,23,False
496,Huey,Russia,31,False
497,Louie,Canada,33,False
498,Louie,Germany,19,True
499,Dewey,Russia,20,True
500,Louie,France,27,True
501,Huey,Japan,20,False
502,Dewey,Brazil,19,False
503,Louie,Brazil,26,False
504,Louie,Japan,20,False
505,Louie,USA,33,True
506,Huey,Germany,21,False
507,Huey,Japan,27,False
508,Louie,Canada,18,False
509,Louie,Japan,30,False
510,Louie,USA,32,False
511,Huey,Mexico,24,False
512,Huey,USA,23,False
513,Huey,Brazil,26,False
514,Louie,Brazil,31,False
515,Huey,Brazil,20,True
516,Dewey,France,24,True
517,Louie,Japan,32,False
518,Louie,Germany,23,True
519,Dewey,Netherlands,18,False
520,Huey,Netherlands,22,True
521,Louie,Mexico,32,True
522,Louie,USA,22,True
523,Louie,Canada,19,True
524,Louie,Brazil,32,False
525,Louie,Canada,18,False
526,Huey,France,21,True
527,Louie,France,22,False
528,Dewey,Russia,25,True
529,Huey,Brazil,29,False
530,Dewey,Netherlands,31,False
531,Dewey,Germany,24,True
532,Dewey,Netherlands,27,True
533,Louie,France,27,False
534,Dewey,Japan,30,True
535,Dewey,Canada,30,False
536,Dewey,Mexico,21,True
537,Huey,Japan,18,False
538,Dewey,Germany,18,True
539,Dewey,USA,33,False
540,Dewey,Brazil,20,False
541,Huey,Japan,27,True
542,Louie,Netherlands,24,True
543,Louie,Mexico,23,True
544,Huey,France,26,True
545,Louie,Netherlands,19,False
546,Louie,Russia,21,False
547,Huey,Russia,32,False
548,Louie,France,30,False
549,Dewey,Netherlands,24,True
550,Louie,Mexico,21,True
551,Louie,Russia,31,True
552,Dewey,USA,29,True
553,Dewey,USA,34,False
554,Louie,Russia,18,True
555,Huey,France,34,True
556,Dewey,Canada,25,True
557,Louie,Brazil,24,False
558,Huey,France,32,True
559,Louie,Canada,30,False
560,Dewey,Russia,24,False
561,Louie,Mexico,32,False
562,Dewey,Germany,30,False
563,Dewey,France,23,False
564,Huey,Canada,29,False
565,Dewey,Mexico,20,False
566,Huey,USA,27,False
567,Huey,Germany,32,False
568,Louie,USA,33,False
569,Dewey,USA,32,True
570,Louie,Brazil,33,True
571,Dewey,Netherlands,19,True
572,Louie,France,20,False
573,Huey,Brazil,32,True
574,Huey,France,34,False
575,Huey,Mexico,26,False
576,Dewey,Netherlands,24,True
577,Huey,Russia,20,False
578,Dewey,Canada,31,True
579,Louie,Japan,24,True
580,Dewey,Japan,33,True
581,Huey,Brazil,19,True
582,Louie,Germany,33,False
583,Louie,Canada,29,True
584,Louie,USA,18,True
585,Louie,France,19,False
586,Louie,France,21,True
587,Huey,Russia,33,False
588,Huey,Germany,34,True
589,Dewey,France,22,True
590,Dewey,Mexico,18,False
591,Huey,Japan,23,True
592,Louie,Japan,31,False
593,Dewey,France,23,False
594,Louie,Brazil,30,True
595,Dewey,Netherlands,34,False
596,Louie,Brazil,30,True
597,Huey,Netherlands,19,True
598,Huey,Russia,21,False
599,Huey,Germany,27,False
600,Huey,Japan,24,True
601,Dewey,France,29,True
602,Dewey,Germany,33,False
603,Dewey,France,27,True
604,Louie,Brazil,29,False
605,Louie,Netherlands,23,False
606,Louie,Netherlands,34,False
607,Louie,Canada,22,True
608,Louie,USA,21,False
609,Dewey,Netherlands,19,False
610,Huey,Netherlands,21,False
611,Louie,Netherlands,19,True
612,Huey,Russia,26,False
613,Huey,Japan,30,False
614,Huey,Japan,24,True
615,Huey,Mexico,25,True
616,Huey,Russia,26,False
617,Louie,Japan,27,True
618,Huey,France,22,False
619,Louie,Canada,27,True
620,Dewey,Netherlands,20,False
621,Dewey,Germany,23,False
622,Louie,Brazil,27,False
623,Louie,Germany,32,True
624,Louie,Japan,22,True
625,Louie,Mexico,30,True
626,Louie,Netherlands,28,False
627,Dewey,Russia,28,True
628,Dewey,Canada,31,True
629,Louie,Canada,20,True
630,Dewey,Japan,23,False
631,Louie,Germany,34,True
632,Louie,Netherlands,25,False
633,Huey,Germany,30,True
634,Dewey,USA,21,True
635,Louie,Germany,30,False
636,Huey,Netherlands,30,True
637,Louie,Canada,33,True
638,Dewey,Netherlands,27,False
639,Dewey,Germany,30,True
640,Dewey,Canada,27,False
641,Huey,USA,26,True
642,Huey,Germany,18,False
643,Dewey,Russia,24,True
644,Louie,Netherlands,29,True
645,Dewey,Mexico,21,False
646,Louie,Mexico,23,False
647,Dewey,France,25,True
648,Dewey,USA,22,False
649,Dewey,Netherlands,32,True
650,Dewey,Netherlands,25,False
651,Louie,Brazil,34,False
652,Louie,Japan,18,True
653,Dewey,France,24,True
654,Louie,Brazil,18,False
655,Dewey,Japan,24,False
656,Dewey,Germany,32,True
657,Dewey,Germany,29,True
658,Huey,Canada,27,False
659,Louie,Brazil,26,True
660,Louie,Brazil,25,False
661,Louie,Russia,34,True
662,Louie,Canada,32,True
663,Dewey,Japan,23,True
664,Huey,Mexico,34,False
665,Dewey,Brazil,33,False
666,Dewey,Japan,34,True
667,Dewey,France,18,True
668,Louie,Japan,26,True
669,Huey,Canada,30,False
670,Dewey,Mexico,25,True
671,Dewey,Brazil,23,False
672,Louie,USA,34,True
673,Dewey,Germany,31,True
674,Dewey,Netherlands,28,True
675,Dewey,Brazil,31,False
676,Louie,France,32,True
677,Louie,Mexico,27,False
678,Huey,Brazil,28,True
679,Dewey,Brazil,22,True
680,Louie,Japan,31,True
681,Huey,France,30,True
682,Huey,Mexico,24,True
683,Dewey,Brazil,18,False
684,Louie,Mexico,30,False
685,Dewey,Netherlands,24,False
686,Huey,Japan,33,True
687,Huey,Russia,28,False
688,Dewey,Canada,30,False
689,Louie,Germany,30,False
690,Huey,Mexico,32,False
691,Louie,Mexico,25,True
692,Dewey,Canada,26,False
693,Huey,France,28,True
694,Louie,France,20,True
695,Dewey,Japan,32,True
696,Huey,Japan,23,True
697,Dewey,Netherlands,30,False
698,Huey,Mexico,20,False
699,Louie,Canada,27,False
700,Dewey,Brazil,30,True
701,Louie,Brazil,32,True
702,Huey,Netherlands,25,True
703,Huey,Netherlands,26,False
704,Louie,Germany,30,True
705,Dewey,France,25,True
706,Huey,France,23,False
707,Dewey,Germany,20,True
708,Dewey,Canada,30,False
709,Huey,Russia,33,True
710,Louie,Russia,34,True
711,Louie,Germany,29,False
712,Louie,Canada,27,False
713,Louie,France,18,False
714,Huey,Russia,18,True
715,Huey,USA,19,True
716,Louie,Japan,30,True
717,Louie,Japan,22,True
718,Huey,Germany,20,False
719,Huey,Netherlands,28,True
720,Louie,Russia,19,True
721,Dewey,Netherlands,18,True
722,Dewey,Netherlands,31,False
723,Huey,Mexico,20,True
724,Louie,Germany,20,False
725,Louie,Japan,31,False
726,Louie,France,29,True
727,Louie,Mexico,21,True
728,Dewey,Canada,24,False
729,Louie,Russia,27,True
730,Dewey,USA,29,True
731,Dewey,Russia,34,False
732,Dewey,Japan,30,True
733,Huey,France,27,True
734,Huey,Mexico,34,True
735,Louie,Germany,28,True
736,Dewey,Canada,23,True
737,Dewey,Canada,23,False
738,Louie,Netherlands,22,True
739,Dewey,Mexico,26,False
740,Huey,Russia,29,False
741,Huey,Brazil,33,False
742,Dewey,Brazil,21,True
743,Dewey,Brazil,25,True
744,Louie,Germany,18,True
745,Dewey,Russia,27,False
746,Louie,Russia,21,False
747,Dewey,Netherlands,25,False
748,Louie,USA,33,True
749,Dewey,Germany,29,False
750,Dewey,Netherlands,18,False
751,Louie,Russia,27,True
752,Dewey,Netherlands,24,False
753,Dewey,Japan,29,True
754,Dewey,Mexico,19,True
755,Louie,Mexico,22,False
756,Dewey,USA,34,True
757,Huey,Japan,33,True
758,Huey,Canada,18,True
759,Louie,Canada,28,False
760,Dewey,Japan,23,False
761,Dewey,France,34,True
762,Huey,Japan,18,True
763,Huey,Netherlands,20,True
764,Huey,USA,34,False
765,Huey,Canada,28,False
766,Louie,Mexico,29,True
767,Dewey,Netherlands,26,True
768,Huey,Brazil,33,False
769,Huey,Canada,20,False
770,Huey,France,24,True
771,Huey,Russia,22,False
772,Dewey,Canada,25,False
773,Dewey,Netherlands,30,False
774,Louie,Canada,25,False
775,Dewey,Japan,32,True
776,Huey,Germany,20,True
777,Huey,USA,18,False
778,Louie,Netherlands,28,True
779,Dewey,France,18,True
780,Dewey,Japan,31,False
781,Dewey,Netherlands,31,False
782,Louie,Netherlands,27,False
783,Dewey,Germany,30,False
784,Louie,France,26,False
785,Louie,Brazil,25,True
786,Louie,France,25,True
787,Dewey,France,29,False
788,Huey,Russia,23,False
789,Dewey,Russia,27,False
790,Huey,Japan,29,True
791,Dewey,Russia,25,False
792,Huey,Russia,26,True
793,Huey,France,25,False
794,Huey,USA,27,True
795,Louie,Brazil,22,False
796,Huey,Japan,21,False
797,Huey,Mexico,22,True
798,Huey,Mexico,20,True
799,Louie,Brazil,34,False
800,Louie,Mexico,21,True
801,Huey,Japan,32,True
802,Louie,Russia,26,True
803,Huey,Japan,34,False
804,Dewey,Netherlands,23,False
805,Louie,USA,19,True
806,Huey,France,25,False
807,Dewey,Germany,31,True
808,Huey,Canada,20,False
809,Louie,Japan,30,False
810,Huey,Mexico,25,False
811,Louie,Brazil,18,True
812,Huey,Germany,19,False
813,Dewey,Canada,32,True
814,Huey,France,34,False
815,Dewey,USA,33,True
816,Huey,Canada,34,True
817,Louie,Brazil,26,False
818,Dewey,Netherlands,31,True
819,Huey,Netherlands,21,True
820,Dewey,Mexico,25,True
821,Dewey,Germany,31,True
822,Huey,Brazil,29,False
823,Louie,Netherlands,20,True
824,Huey,Netherlands,31,True
825,Louie,Netherlands,31,True
826,Huey,Japan,26,True
827,Dewey,Japan,21,False
828,Huey,Mexico,31,False
829,Dewey,Netherlands,20,True
830,Huey,Brazil,33,True
831,Louie,Russia,28,True
832,Huey,Netherlands,25,True
833,Huey,Brazil,20,True
834,Louie,USA,22,False
835,Huey,Canada,23,True
836,Louie,France,24,False
837,Louie,Canada,23,True
838,Dewey,Netherlands,18,False
839,Huey,Mexico,22,True
840,Huey,Russia,29,False
841,Louie,Netherlands,27,False
842,Dewey,Mexico,20,False
843,Louie,Canada,28,False
844,Louie,USA,33,False
845,Louie,France,24,False
846,Huey,France,29,False
847,Dewey,France,31,True
848,Louie,Germany,28,False
849,Huey,Brazil,30,True
850,Huey,Mexico,20,True
851,Louie,France,20,False
852,Dewey,Mexico,29,True
853,Dewey,Russia,34,False
854,Dewey,USA,18,False
855,Huey,France,27,False
856,Dewey,Germany,26,False
857,Dewey,Mexico,26,False
858,Louie,USA,28,True
859,Louie,Brazil,24,True
860,Huey,Brazil,24,True
861,Huey,Canada,28,True
862,Dewey,Mexico,22,True
863,Louie,Germany,28,False
864,Huey,Japan,25,False
865,Dewey,Japan,28,True
866,Dewey,Netherlands,29,False
867,Huey,Netherlands,26,True
868,Dewey,Germany,24,True
869,Huey,Brazil,31,False
870,Dewey,Brazil,22,True
871,Huey,Canada,23,True
872,Dewey,Brazil,27,False
873,Huey,Brazil,20,True
874,Huey,Canada,27,False
875,Louie,Canada,27,True
876,Louie,Brazil,23,True
877,Louie,Brazil,26,False
878,Louie,Japan,21,True
879,Dewey,Russia,28,True
880,Huey,Netherlands,22,False
881,Huey,Russia,26,False
882,Louie,Japan,21,True
883,Huey,Canada,23,True
884,Louie,Russia,22,False
885,Dewey,Canada,20,True
886,Dewey,Mexico,34,False
887,Louie,USA,29,True
888,Louie,Netherlands,25,True
889,Louie,Canada,33,True
890,Huey,Netherlands,19,True
891,Dewey,Brazil,33,False
892,Huey,Russia,32,True
893,Dewey,Canada,21,True
894,Louie,Canada,26,True
895,Louie,Germany,20,True
896,Huey,Netherlands,26,False
897,Louie,Japan,20,True
898,Dewey,Mexico,31,False
899,Huey,Brazil,18,True
900,Louie,Russia,28,True
901,Huey,Netherlands,26,False
902,Dewey,Brazil,28,False
903,Huey,Mexico,23,False
904,Huey,Japan,32,False
905,Huey,Brazil,32,True
906,Dewey,France,23,True
907,Dewey,Germany,26,False
908,Huey,Russia,28,True
909,Dewey,USA,28,True
910,Huey,Russia,25,True
911,Huey,Mexico,28,True
912,Dewey,Brazil,34,False
913,Louie,Netherlands,25,True
914,Dewey,Japan,18,False
915,Huey,Netherlands,25,True
916,Huey,Canada,18,False
917,Louie,Germany,23,True
918,Dewey,Netherlands,20,True
919,Huey,Japan,24,False
920,Dewey,Japan,22,True
921,Huey,France,33,True
922,Huey,Brazil,27,True
923,Louie,Japan,20,True
924,Huey,Mexico,25,True
925,Huey,Netherlands,18,True
926,Dewey,Netherlands,21,False
927,Dewey,Mexico,33,True
928,Huey,Germany,19,True
929,Louie,Canada,32,True
930,Louie,Russia,26,False
931,Dewey,USA,32,False
932,Huey,USA,20,True
933,Dewey,USA,33,False
934,Louie,Japan,30,False
935,Huey,Canada,20,True
936,Louie,Mexico,20,False
937,Dewey,Brazil,34,False
938,Huey,Mexico,28,False
939,Dewey,Brazil,18,False
940,Dewey,Mexico,27,False
941,Dewey,Brazil,18,False
942,Louie,Mexico,28,True
943,Dewey,France,21,False
944,Dewey,Canada,34,True
945,Huey,Japan,25,True
946,Huey,Japan,33,True
947,Louie,Russia,22,True
948,Huey,Russia,18,False
949,Louie,Canada,18,True
950,Dewey,USA,21,False
951,Dewey,Mexico,23,True
952,Louie,Mexico,20,False
953,Dewey,Netherlands,22,False
954,Dewey,Germany,28,False
955,Huey,Japan,20,True
956,Louie,Russia,21,False
957,Huey,Mexico,23,True
958,Huey,USA,27,True
959,Louie,France,21,False
960,Dewey,Netherlands,31,False
961,Huey,Brazil,29,False
962,Dewey,Mexico,20,True
963,Louie,Russia,28,True
